locus_tag	ftype	length_bp	gene	EC_number	COG	product
FNIJKLNN_02938	CDS	660	rluA	5.4.99.28	COG0564	Ribosomal large subunit pseudouridine synthase A
FNIJKLNN_02939	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
FNIJKLNN_02940	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
FNIJKLNN_02941	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
FNIJKLNN_02942	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
FNIJKLNN_02943	CDS	1701	araB	2.7.1.16	COG1069	Ribulokinase
FNIJKLNN_02944	CDS	879	araC			Arabinose operon regulatory protein
FNIJKLNN_02945	CDS	765	yabI		COG0586	Inner membrane protein YabI
FNIJKLNN_02946	CDS	699	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
FNIJKLNN_02947	CDS	1611	cysW_1		COG4208	Sulfate transport system permease protein CysW
FNIJKLNN_02948	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
FNIJKLNN_02949	CDS	837	pipB2_2		COG1357	Secreted effector protein PipB2
FNIJKLNN_02950	CDS	1659	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
FNIJKLNN_02951	CDS	132	sgrT			Putative inhibitor of glucose uptake transporter SgrT
FNIJKLNN_02952	CDS	606	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
FNIJKLNN_02953	CDS	1401	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
FNIJKLNN_02954	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
FNIJKLNN_02955	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
FNIJKLNN_02956	CDS	945	leuO			HTH-type transcriptional regulator LeuO
FNIJKLNN_02957	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
FNIJKLNN_02958	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
FNIJKLNN_02959	CDS	1005	cra		COG1609	Catabolite repressor/activator
FNIJKLNN_02960	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
FNIJKLNN_02961	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
FNIJKLNN_02962	CDS	366	ftsL		COG3116	Cell division protein FtsL
FNIJKLNN_02963	CDS	1767	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
FNIJKLNN_02964	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
FNIJKLNN_02965	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
FNIJKLNN_02966	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
FNIJKLNN_02967	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
FNIJKLNN_02968	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
FNIJKLNN_02969	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
FNIJKLNN_02970	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
FNIJKLNN_02971	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
FNIJKLNN_02972	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
FNIJKLNN_02973	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
FNIJKLNN_02974	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
FNIJKLNN_02975	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
FNIJKLNN_02976	CDS	588	secM			Secretion monitor
FNIJKLNN_02977	CDS	2706	secA_2		COG0653	Protein translocase subunit SecA
FNIJKLNN_02978	CDS	399	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
FNIJKLNN_02979	CDS	198	yacG		COG3024	DNA gyrase inhibitor YacG
FNIJKLNN_02980	CDS	744	zapD		COG4582	Cell division protein ZapD
FNIJKLNN_02981	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
FNIJKLNN_02982	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
FNIJKLNN_02983	CDS	1203	epsF_2		COG1459	Type II secretion system protein F
FNIJKLNN_02984	CDS	1386	epsE_2		COG2804	Type II secretion system protein E
FNIJKLNN_02985	CDS	441	pilE1		COG4969	Fimbrial protein
FNIJKLNN_02986	CDS	894	nadC_1	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
FNIJKLNN_02987	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
FNIJKLNN_02988	CDS	855	ampE		COG3725	Protein AmpE
FNIJKLNN_02989	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
FNIJKLNN_02990	CDS	765	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
FNIJKLNN_02991	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
FNIJKLNN_02992	CDS	1893	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
FNIJKLNN_02993	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
FNIJKLNN_02994	CDS	1854				hypothetical protein
FNIJKLNN_02995	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
FNIJKLNN_02996	CDS	363				hypothetical protein
FNIJKLNN_02997	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
FNIJKLNN_02998	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
FNIJKLNN_02999	CDS	309				hypothetical protein
FNIJKLNN_03000	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
FNIJKLNN_03001	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
FNIJKLNN_03002	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
FNIJKLNN_03003	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
FNIJKLNN_03004	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
FNIJKLNN_03005	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
FNIJKLNN_03006	CDS	441	levD		COG2893	PTS system fructose-specific EIIA component
FNIJKLNN_03007	CDS	1230	icaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
FNIJKLNN_03008	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
FNIJKLNN_03009	CDS	945	rpnA_2	3.1.21.-	COG5464	Recombination-promoting nuclease RpnA
FNIJKLNN_03010	CDS	216				hypothetical protein
FNIJKLNN_03011	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
FNIJKLNN_03012	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
FNIJKLNN_03013	CDS	1251	yadC			putative fimbrial-like protein YadC
FNIJKLNN_03014	CDS	600	yadK			putative fimbrial-like protein YadK
FNIJKLNN_03015	CDS	561	yadM			putative fimbrial-like protein YadM
FNIJKLNN_03016	CDS	2622	htrE		COG3188	Outer membrane usher protein HtrE
FNIJKLNN_03017	CDS	732	yadV			putative fimbrial chaperone YadV
FNIJKLNN_03018	CDS	573	yadN			putative fimbrial-like protein YadN
FNIJKLNN_03019	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
FNIJKLNN_03020	CDS	1365	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
FNIJKLNN_03021	CDS	927	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
FNIJKLNN_03022	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
FNIJKLNN_03023	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
FNIJKLNN_03024	CDS	531	thpR	3.1.4.-	COG1514	RNA 2',3'-cyclic phosphodiesterase
FNIJKLNN_03025	CDS	2430	srmB_2	3.6.4.13		ATP-dependent RNA helicase SrmB
FNIJKLNN_03026	CDS	2535	mrcB		COG0744	Penicillin-binding protein 1B
FNIJKLNN_03027	CDS	2259	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
FNIJKLNN_03028	CDS	798	fhuC	3.6.3.34	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
FNIJKLNN_03029	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
FNIJKLNN_03030	CDS	1983	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
FNIJKLNN_03031	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
FNIJKLNN_03032	CDS	1422	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
FNIJKLNN_03033	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
FNIJKLNN_03034	CDS	624				hypothetical protein
FNIJKLNN_03035	CDS	801	btuF		COG0614	Vitamin B12-binding protein
FNIJKLNN_03036	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
FNIJKLNN_03037	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
FNIJKLNN_03038	CDS	1425	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
FNIJKLNN_03039	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
FNIJKLNN_03040	CDS	387				hypothetical protein
FNIJKLNN_03041	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
FNIJKLNN_03042	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
FNIJKLNN_03043	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
FNIJKLNN_03044	CDS	726	rpsB		COG0052	30S ribosomal protein S2
FNIJKLNN_03045	CDS	852	tsf		COG0264	Elongation factor Ts
FNIJKLNN_03046	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
FNIJKLNN_03047	CDS	558	frr		COG0233	Ribosome-recycling factor
FNIJKLNN_03048	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
FNIJKLNN_03049	CDS	759	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
FNIJKLNN_03050	CDS	153				hypothetical protein
FNIJKLNN_03051	CDS	750	cdsA_1	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
FNIJKLNN_03052	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
FNIJKLNN_03053	CDS	2433	bamA		COG4775	Outer membrane protein assembly factor BamA
FNIJKLNN_03054	CDS	486	skp		COG2825	Chaperone protein Skp
FNIJKLNN_03055	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
FNIJKLNN_03056	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
FNIJKLNN_03057	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
FNIJKLNN_03058	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
FNIJKLNN_03059	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
FNIJKLNN_03060	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
FNIJKLNN_03061	CDS	960	accA	6.4.1.2	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
FNIJKLNN_03062	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
FNIJKLNN_03063	CDS	390	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
FNIJKLNN_03064	CDS	1296	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
FNIJKLNN_03065	CDS	261	rof		COG4568	Protein rof
FNIJKLNN_03066	CDS	201				hypothetical protein
FNIJKLNN_03067	CDS	546	yaeQ		COG4681	putative protein YaeQ
FNIJKLNN_03068	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
FNIJKLNN_03069	CDS	711	nlpE		COG3015	Lipoprotein NlpE
FNIJKLNN_03070	CDS	825				hypothetical protein
FNIJKLNN_03071	CDS	1719	proS_2	6.1.1.15	COG0442	Proline--tRNA ligase
FNIJKLNN_03072	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
FNIJKLNN_03073	CDS	405	rcsF			Outer membrane lipoprotein RcsF
FNIJKLNN_03074	CDS	816	metQ		COG1464	D-methionine-binding lipoprotein MetQ
FNIJKLNN_03075	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
FNIJKLNN_03076	CDS	1032	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
FNIJKLNN_03077	CDS	573	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
FNIJKLNN_03078	rRNA	1538				16S ribosomal RNA
FNIJKLNN_03079	tRNA	77				tRNA-Ile(gat)
FNIJKLNN_03080	tRNA	76				tRNA-Ala(tgc)
FNIJKLNN_03081	rRNA	2902				23S ribosomal RNA
FNIJKLNN_03082	rRNA	111				5S ribosomal RNA
FNIJKLNN_03083	tRNA	77				tRNA-Asp(gtc)
FNIJKLNN_03084	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
FNIJKLNN_03085	CDS	915	dmlR_6			HTH-type transcriptional regulator DmlR
FNIJKLNN_03086	CDS	780				hypothetical protein
FNIJKLNN_03087	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
FNIJKLNN_03088	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
FNIJKLNN_03089	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
FNIJKLNN_03090	CDS	723	ubiE_2	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
FNIJKLNN_03091	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
FNIJKLNN_03092	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
FNIJKLNN_03093	tRNA	77				tRNA-Asp(gtc)
FNIJKLNN_03094	CDS	414	hns_1		COG2916	DNA-binding protein H-NS
FNIJKLNN_03095	CDS	618	tdk	2.7.1.21	COG1435	Thymidine kinase
FNIJKLNN_03096	CDS	1329				hypothetical protein
FNIJKLNN_03097	CDS	2676	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
FNIJKLNN_03098	CDS	648				hypothetical protein
FNIJKLNN_03099	CDS	156				hypothetical protein
FNIJKLNN_03100	CDS	297				hypothetical protein
FNIJKLNN_03101	CDS	1677	oppA		COG4166	Periplasmic oligopeptide-binding protein
FNIJKLNN_03102	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
FNIJKLNN_03103	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
FNIJKLNN_03104	CDS	1014	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
FNIJKLNN_03105	CDS	1005	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
FNIJKLNN_03106	CDS	330				hypothetical protein
FNIJKLNN_03107	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
FNIJKLNN_03108	CDS	1254	kch		COG1226	Voltage-gated potassium channel Kch
FNIJKLNN_03109	CDS	297	yciI		COG2350	Protein YciI
FNIJKLNN_03110	CDS	720	tonB_1		COG0810	Protein TonB
FNIJKLNN_03111	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
FNIJKLNN_03112	CDS	540	yciB		COG2917	putative intracellular septation protein A
FNIJKLNN_03113	CDS	744				hypothetical protein
FNIJKLNN_03114	CDS	639	ompW		COG3047	Outer membrane protein W
FNIJKLNN_03115	CDS	1131				hypothetical protein
FNIJKLNN_03116	CDS	2472	recE_2	3.1.11.-		Exodeoxyribonuclease 8
FNIJKLNN_03117	CDS	192				hypothetical protein
FNIJKLNN_03118	CDS	189				hypothetical protein
FNIJKLNN_03119	CDS	276				hypothetical protein
FNIJKLNN_03120	CDS	321				hypothetical protein
FNIJKLNN_03121	CDS	234				hypothetical protein
FNIJKLNN_03122	CDS	477				hypothetical protein
FNIJKLNN_03123	CDS	324				hypothetical protein
FNIJKLNN_03124	CDS	426				hypothetical protein
FNIJKLNN_03125	CDS	933				hypothetical protein
FNIJKLNN_03126	CDS	747	dnaC_2		COG1484	DNA replication protein DnaC
FNIJKLNN_03127	CDS	771				hypothetical protein
FNIJKLNN_03128	CDS	426				hypothetical protein
FNIJKLNN_03129	CDS	687	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
FNIJKLNN_03130	CDS	213	hokC_3			Toxic protein HokC
FNIJKLNN_03131	CDS	1056				hypothetical protein
FNIJKLNN_03132	CDS	366	rusA_2	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
FNIJKLNN_03133	CDS	690				hypothetical protein
FNIJKLNN_03134	CDS	198				hypothetical protein
FNIJKLNN_03135	CDS	1050	dpnA	2.1.1.72		Modification methylase DpnIIB
FNIJKLNN_03136	tRNA	76				tRNA-Met(cat)
FNIJKLNN_03137	tRNA	77				tRNA-Arg(tcg)
FNIJKLNN_03138	tRNA	77				tRNA-Arg(tct)
FNIJKLNN_03139	CDS	1854	nanS_3	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
FNIJKLNN_03140	CDS	216				hypothetical protein
FNIJKLNN_03141	CDS	345	ydfR_2			putative protein YdfR
FNIJKLNN_03142	CDS	273				hypothetical protein
FNIJKLNN_03143	CDS	534	rrrD_3	3.2.1.17	COG3772	Lysozyme RrrD
FNIJKLNN_03144	CDS	468				hypothetical protein
FNIJKLNN_03145	CDS	90				hypothetical protein
FNIJKLNN_03146	CDS	327			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
FNIJKLNN_03147	CDS	549				hypothetical protein
FNIJKLNN_03148	CDS	1929				hypothetical protein
FNIJKLNN_03149	CDS	207				hypothetical protein
FNIJKLNN_03150	CDS	1593				hypothetical protein
FNIJKLNN_03151	CDS	1506	sppA_3	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
FNIJKLNN_03152	CDS	348				hypothetical protein
FNIJKLNN_03153	CDS	1029				hypothetical protein
FNIJKLNN_03154	CDS	384				hypothetical protein
FNIJKLNN_03155	CDS	354				hypothetical protein
FNIJKLNN_03156	CDS	576				hypothetical protein
FNIJKLNN_03157	CDS	396				hypothetical protein
FNIJKLNN_03158	CDS	747				hypothetical protein
FNIJKLNN_03159	CDS	432				hypothetical protein
FNIJKLNN_03160	CDS	414				hypothetical protein
FNIJKLNN_03161	CDS	2574				hypothetical protein
FNIJKLNN_03162	CDS	330				hypothetical protein
FNIJKLNN_03163	CDS	699				hypothetical protein
FNIJKLNN_03164	CDS	744	mec_2	3.13.1.6	COG1310	CysO-cysteine peptidase
FNIJKLNN_03165	CDS	582				hypothetical protein
FNIJKLNN_03166	CDS	3474				hypothetical protein
FNIJKLNN_03167	CDS	600	ompX_2		COG3637	Outer membrane protein X
FNIJKLNN_03168	CDS	3027				hypothetical protein
FNIJKLNN_03169	CDS	585	tfaE_2			Prophage tail fiber assembly protein TfaE
FNIJKLNN_03170	CDS	657				hypothetical protein
FNIJKLNN_03171	CDS	270				hypothetical protein
FNIJKLNN_03172	CDS	171				hypothetical protein
FNIJKLNN_03173	CDS	558				hypothetical protein
FNIJKLNN_03174	CDS	507	yciE		COG3685	Protein YciE
FNIJKLNN_03175	CDS	501	yciF		COG3685	Protein YciF
FNIJKLNN_03176	CDS	180				hypothetical protein
FNIJKLNN_03177	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
FNIJKLNN_03178	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
FNIJKLNN_03179	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
FNIJKLNN_03180	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
FNIJKLNN_03181	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
FNIJKLNN_03182	CDS	882	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
FNIJKLNN_03183	CDS	621	yciO		COG0009	putative protein YciO
FNIJKLNN_03184	CDS	1896				hypothetical protein
FNIJKLNN_03185	CDS	876	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
FNIJKLNN_03186	CDS	591	btuR_1	2.5.1.17	COG2109	Cob(I)yrinic acid a,c-diamide adenosyltransferase
FNIJKLNN_03187	CDS	759	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
FNIJKLNN_03188	CDS	1050	sohB	3.4.21.-	COG0616	putative protease SohB
FNIJKLNN_03189	CDS	252	yciN			Protein YciN
FNIJKLNN_03190	CDS	2598	topA_2	5.99.1.2	COG0550	DNA topoisomerase 1
FNIJKLNN_03191	CDS	975	cysB_1			HTH-type transcriptional regulator CysB
FNIJKLNN_03192	CDS	129	ymiA			putative protein YmiA
FNIJKLNN_03193	CDS	168				hypothetical protein
FNIJKLNN_03194	CDS	2676	acnA	4.2.1.3	COG1048	Aconitate hydratase A
FNIJKLNN_03195	CDS	591	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
FNIJKLNN_03196	CDS	765	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
FNIJKLNN_03197	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
FNIJKLNN_03198	CDS	1170	lapB_1		COG2956	Lipopolysaccharide assembly protein B
FNIJKLNN_03199	CDS	798	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
FNIJKLNN_03200	CDS	327	yciH		COG0023	putative protein YciH
FNIJKLNN_03201	CDS	219	osmB			Osmotically-inducible lipoprotein B
FNIJKLNN_03202	CDS	750	srlR_4		COG1349	Glucitol operon repressor
FNIJKLNN_03203	CDS	174				hypothetical protein
FNIJKLNN_03204	CDS	1986	pdeR	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
FNIJKLNN_03205	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
FNIJKLNN_03206	CDS	1128				hypothetical protein
FNIJKLNN_03207	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
FNIJKLNN_03208	CDS	363			COG2852	putative protein
FNIJKLNN_03209	CDS	807	sapF		COG4167	Putrescine export system ATP-binding protein SapF
FNIJKLNN_03210	CDS	993	sapD		COG4170	Putrescine export system ATP-binding protein SapD
FNIJKLNN_03211	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
FNIJKLNN_03212	CDS	966	sapB_2		COG4168	Putrescine export system permease protein SapB
FNIJKLNN_03213	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
FNIJKLNN_03214	CDS	246				hypothetical protein
FNIJKLNN_03215	CDS	1386	puuP		COG0531	Putrescine importer PuuP
FNIJKLNN_03216	CDS	1419	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
FNIJKLNN_03217	CDS	753	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
FNIJKLNN_03218	CDS	558	puuR			HTH-type transcriptional regulator PuuR
FNIJKLNN_03219	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
FNIJKLNN_03220	CDS	1281	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
FNIJKLNN_03221	CDS	1266	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
FNIJKLNN_03222	CDS	978	pspF		COG1221	Psp operon transcriptional activator
FNIJKLNN_03223	CDS	669	pspA		COG1842	Phage shock protein A
FNIJKLNN_03224	CDS	225	pspB_2			Phage shock protein B
FNIJKLNN_03225	CDS	360	pspC		COG1983	Phage shock protein C
FNIJKLNN_03226	CDS	222	pspD			Phage shock protein D
FNIJKLNN_03227	CDS	315	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
FNIJKLNN_03228	CDS	1398	ycjX		COG3106	putative protein YcjX
FNIJKLNN_03229	CDS	1062				hypothetical protein
FNIJKLNN_03230	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
FNIJKLNN_03231	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
FNIJKLNN_03232	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
FNIJKLNN_03233	CDS	729	mpaA		COG2866	Protein MpaA
FNIJKLNN_03234	CDS	639				hypothetical protein
FNIJKLNN_03235	CDS	921	ycjY_2		COG1073	putative protein YcjY
FNIJKLNN_03236	CDS	900	pgrR_4			HTH-type transcriptional regulator PgrR
FNIJKLNN_03237	CDS	1614	mppA		COG4166	Periplasmic murein peptide-binding protein
FNIJKLNN_03238	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
FNIJKLNN_03239	CDS	258				hypothetical protein
FNIJKLNN_03240	CDS	951	uspE		COG0589	Universal stress protein E
FNIJKLNN_03241	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
FNIJKLNN_03242	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
FNIJKLNN_03243	CDS	1527	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
FNIJKLNN_03244	CDS	1446	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
FNIJKLNN_03245	CDS	1311	abgA	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit A
FNIJKLNN_03246	CDS	909	tsaR_2			HTH-type transcriptional regulator TsaR
FNIJKLNN_03247	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
FNIJKLNN_03248	CDS	1233	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
FNIJKLNN_03249	CDS	984	zntB		COG0598	Zinc transport protein ZntB
FNIJKLNN_03250	CDS	174				hypothetical protein
FNIJKLNN_03251	CDS	1374	dbpA_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
FNIJKLNN_03252	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
FNIJKLNN_03253	CDS	435	uspF		COG0589	Universal stress protein F
FNIJKLNN_03254	CDS	1134	ompN		COG3203	Outer membrane protein N
FNIJKLNN_03255	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
FNIJKLNN_03256	CDS	267				hypothetical protein
FNIJKLNN_03257	CDS	423	hslJ		COG3187	Heat shock protein HslJ
